Supplier Name,F BEERCENT - BEER CENTRAL,,,,,,,,,,,,,,,,,,,,
Supplier Xref,BEERCENT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Product Code,Item Name,Xref Code,Linked Item Xref Code,Formula #1,Formula #2,Description,Status,Supplier Item Group,Supplier Package UOM,Package Qty,Availability Start Date,Availability End Date,Barcode Type,Barcode Number,Cost Level,Package Cost,Allowance,Start Date,End Date,,
_19988002517,BLACK OAK WHITE ZIN 750ml,36000273,36000273,,,,a,401 03 001,Each,1,,,u,_019988002517,Master,0,0,1900-01-01,2075-12-31,,
_19988002517,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_19988002517,,,,,,,,,,,,,,,SSK Skoglund Oil Co,0.01,0,2019-04-09,2075-12-31,,
_19988002593,BLACK OAK PINOT GRIGIO 750ml,36000271,36000271,,,,a,401 03 001,Each,1,,,u,_019988002593,Master,0,0,1900-01-01,2075-12-31,,
_19988002593,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_19988002593,,,,,,,,,,,,,,,SSK Skoglund Oil Co,0.01,0,2019-04-09,2075-12-31,,
_19988002661,BLACK OAK SWEET RED 750ml,36000272,36000272,,,,a,401 03 001,Each,1,,,u,_019988002661,Master,0,0,1900-01-01,2075-12-31,,
_19988002661,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_19988002661,,,,,,,,,,,,,,,SSK Skoglund Oil Co,0.01,0,2019-04-09,2075-12-31,,
_2207412,PABST 6PK 16z CN,18781,18781,,,,a,401 01 003,Case,24,,,u,_022100000742,Master,0,0,1900-01-01,2075-12-31,,
_2207412,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_2207412,,,,,,,,,,,,,,,SSK Skoglund Oil Co,4,0,2019-04-09,2075-12-31,,
_22100001572,PABST 18PK 12z CN,1051644,1051644,,,,a,401 01 003,Case,18,,,u,_022100001572,Master,0,0,1900-01-01,2075-12-31,,
_22100001572,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_22100001572,,,,,,,,,,,,,,,SSK Skoglund Oil Co,9.7,0,2019-04-09,2075-12-31,,
_22100112193,PABST 30PK 12z CN,119178,119178,,,,a,401 01 003,Case,30,,,u,_022100112193,Master,0,0,1900-01-01,2075-12-31,,
_22100112193,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_22100112193,,,,,,,,,,,,,,,SSK Skoglund Oil Co,15.05,0,2019-04-09,2075-12-31,,
_25569191136,SUMMIT SSL 12PK 12z CN,32000195,32000195,,,,a,401 01 004,Case,2,,,u,_025569191136,Master,0,0,1900-01-01,2075-12-31,,
_25569191136,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_25569191136,,,,,,,,,,,,,,,SSK Skoglund Oil Co,10.15,0,2019-04-09,2075-12-31,,
_52300004356,OLD MILW LT 30PK 12z CN,161622,161622,,,,a,401 01 003,Case,30,,,u,_052300004356,Master,0,0,1900-01-01,2075-12-31,,
_52300004356,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_52300004356,,,,,,,,,,,,,,,SSK Skoglund Oil Co,11,0,2019-04-09,2075-12-31,,
_88067088254,GRAIN BELT NORTHEAST 12PK 12z LN,32001866,32001866,,,,a,401 01 004,Case,2,,,u,_088067088254,Master,0,0,1900-01-01,2075-12-31,,
_88067088254,,,,,,,,,,,,,,,Franchise,0,0,1900-01-01,2075-12-31,,
_88067088254,,,,,,,,,,,,,,,SSK Skoglund Oil Co,9.1,0,2019-04-09,2075-12-31,,
